parcel_id,development_match_strength,development_match_quality,development_match_warning,matched_development_area,matched_project_or_area_name,matched_project_type,matched_investment_signal_strength,development_source_url,development_source_title,development_summary,development_match_reason,development_confidence,previous_development_match_strength
14625-93-12-00820,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
45350-94-06-07770,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
97328-73-28-61960,No Clear Match,Invalid Weak Match,Weak match removed; previous match was based on generic location wording.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Weak generic overlap only: TULSA,Medium,Strong Match
38975-92-33-02620,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
62225-91-22-01600,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
61400-14-30-07430,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
57845-73-14-53600,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
08300-93-04-02320,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
74965-94-20-07530,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
34600-93-25-02750,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
45350-94-06-06870,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
36525-94-02-00450,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
31100-93-02-05790,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
26390-94-16-15330,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
82170-84-21-72600,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
03312-03-20-04220,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
61375-14-30-06240,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
04025-93-15-00650,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
45625-93-21-16710,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
23600-93-24-15470,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
10800-93-01-04840,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
55980-74-05-47490,No Clear Match,Invalid Weak Match,Weak match removed; previous match was based on generic location wording.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Weak generic overlap only: TULSA,Medium,Strong Match
45575-93-04-21370,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
99301-93-01-11400,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
20300-92-03-06160,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
17925-92-04-03930,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
98210-82-10-15720,Unknown,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Insufficient overlap data,Low,Unknown
90329-03-29-41780,Strong Match,High,,Tulsa Market District,Tulsa Market District / NOMA residential hub,Multifamily / Mixed-use neighborhood hub,High,https://partnertulsa.org/community-partner-profile-how-noma-is-creating-community-along-the-mother-road/,Community Partner Profile: How NOMA is Creating Community Along the Mother Road - PartnerTulsa,"NOMA added a 256-unit residential hub in the Tulsa Market District along Route 66 and was described as part of a broader effort to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor.",Specific street/corridor overlap: HARVARD,High,Strong Match
78540-84-14-02370,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
61975-91-12-03150,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
12425-92-04-02590,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
00725-03-33-00530,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
40375-94-08-07940,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
08150-94-08-00330,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
54425-02-02-04980,No Clear Match,Invalid Weak Match,Weak match removed; previous match was based on generic location wording.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Weak generic overlap only: TULSA,Medium,Strong Match
20575-93-30-08990,Strong Match,High,,Tulsa Market District,Tulsa Market District / NOMA residential hub,Multifamily / Mixed-use neighborhood hub,High,https://partnertulsa.org/community-partner-profile-how-noma-is-creating-community-along-the-mother-road/,Community Partner Profile: How NOMA is Creating Community Along the Mother Road - PartnerTulsa,"NOMA added a 256-unit residential hub in the Tulsa Market District along Route 66 and was described as part of a broader effort to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor.",Specific street/corridor overlap: PEORIA,High,Strong Match
24525-94-07-04110,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
57628-73-15-20120,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
12210-94-16-41680,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
54375-02-01-07910,No Clear Match,Invalid Weak Match,Weak match removed; previous match was based on generic location wording.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Weak generic overlap only: TULSA,Medium,Strong Match
84830-72-11-53420,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
45350-94-06-08780,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
80610-84-11-13910,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
36540-94-02-16310,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
98412-84-12-02870,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
57490-90-30-41030,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
85175-72-12-57030,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
46000-93-30-11430,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
12145-94-09-44920,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
14175-03-33-03800,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
16375-93-03-05080,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
08675-93-01-02070,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
30800-93-07-13130,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
04175-93-14-07050,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
61500-91-27-00840,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
85375-72-14-01945,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
42025-93-07-18720,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
61940-91-27-37160,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
46875-93-03-13050,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
22775-94-17-02590,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
20300-92-03-04570,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
17950-92-04-04930,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
46525-94-05-05250,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
23850-93-15-12810,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
04025-93-15-00140,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
37425-04-21-00950,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
26275-93-09-07670,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
77200-94-21-16190,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
61000-14-31-00520,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
22350-93-31-06310,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
90308-03-08-08590,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
81210-84-15-63180,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
55200-91-10-03090,No Clear Match,Invalid Weak Match,Weak match removed; previous match was based on generic location wording.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Weak generic overlap only: TULSA,Medium,Strong Match
18950-93-33-02280,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
12145-94-09-42810,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
91236-12-36-47530,Strong Match,High,,Tulsa Market District,Tulsa Market District / NOMA residential hub,Multifamily / Mixed-use neighborhood hub,High,https://partnertulsa.org/community-partner-profile-how-noma-is-creating-community-along-the-mother-road/,Community Partner Profile: How NOMA is Creating Community Along the Mother Road - PartnerTulsa,"NOMA added a 256-unit residential hub in the Tulsa Market District along Route 66 and was described as part of a broader effort to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor.",Specific street/corridor overlap: PEORIA,High,Strong Match
38125-92-27-17970,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
78260-84-12-00420,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
85240-72-13-61990,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
43800-93-04-19590,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
47075-93-30-12810,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
42675-93-02-15780,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
74850-94-19-17270,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
74955-94-20-02740,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
07900-94-18-00140,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
28725-92-34-02190,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
49900-93-21-18650,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
58000-73-25-00270,No Clear Match,Low,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"No specific street, corridor, neighborhood, or ZIP overlap found",Medium,No Clear Match
