parcel_id,property_address,city,state,zip_code,legal_description,bid_cost,previous_investment_category,previous_development_match_strength,previous_development_match_quality,final_development_match_strength,final_matched_development_area,final_matched_project_or_area_name,final_matched_project_type,final_matched_investment_signal_strength,final_development_source_title,final_development_source_url,final_development_summary,final_development_corridor,final_development_relevant_streets,final_development_match_reason,final_development_match_quality,final_development_warning,final_development_confidence,final_match_basis,final_development_geocode_query,weak_match_removed_flag
11225-02-24-03490,643 E MOHAWK BV N,Tulsa,OK,Unknown,LT 14 BLK 11,4481.55,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
34600-93-25-02050,4732 S 85 AV E,Tulsa,OK,Unknown,LT 56 BK 2,4491.48,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
22100-92-28-02330,4109 S 41 AV W,Tulsa,OK,Unknown,LT-9-BLK-1,4589.54,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12060-94-08-20510,12217 E 13 PL S,Tulsa,OK,Unknown,LT 15 BLK 1,5185.69,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
16250-92-05-01100,426 S 55 AV W,Tulsa,OK,Unknown,LT 6 BLK 5,3012.36,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
41025-02-01-01230,5607 N FRANKFORT AV E,Tulsa,OK,Unknown,LT-24-BLK-13,3021.69,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
44200-02-11-05670,313 W 47 ST N,Tulsa,OK,Unknown,LT 14 BLK 22,3081.02,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
05450-02-25-27030,610 E YOUNG PL N,Tulsa,OK,Unknown,LT 5 BLK 4,3089.69,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
40825-02-13-08350,4355 N GARRISON AV E,Tulsa,OK,Unknown,LT 29 BLK 6,3109.68,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
44200-02-11-03560,4690 N BOSTON AV E,Tulsa,OK,Unknown,LT 3 BLK 16,3117.68,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
41025-02-01-04490,543 E 59 PL N,Tulsa,OK,Unknown,LT 10 BLK 4,3123.68,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
44200-02-11-01470,113 E 49 ST N,Tulsa,OK,Unknown,LT 25 BLK 6,3160.35,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
29775-02-26-05550,2120 N MARTIN LUTHER,Unknown,OK,Unknown,LT 1 BLK 13 KING JR B,3174.97,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
37375-03-32-16320,2601 E MARSHALL ST N,Tulsa,OK,Unknown,LT 20 BLK 1,3183.01,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
52550-92-33-05285,4535 W 57 ST S,City Of Sapulpa Structure Removed,OK,Unknown,LT 17 BLK 1,3222.34,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17675-02-24-08030,3130 N HARTFORD PL E,Tulsa,OK,Unknown,LT 13 BLK 6,3311.0,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
25375-03-29-05240,3215 E XYLER ST N,Tulsa,OK,Unknown,LT 10 BLK 1,3313.8,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
18650-93-06-12970,348 S ZUNIS AV E,Tulsa,OK,Unknown,LT 12 BLK 13,3418.25,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
28475-03-33-14410,1211 N VANDALIA AV E,Tulsa,OK,Unknown,LT 15 BLK 7,3437.28,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90330-03-30-22140,2049 E ZION ST N,Tulsa,OK,Unknown,W 60 N 150 S 340 W/2 W/2 NW NE NE SEC 30 20 13,3437.65,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
44200-02-11-03600,4672 N BOSTON AV E,Tulsa,OK,Unknown,LT 7 BLK 16,3450.32,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
19725-03-30-11590,1729 E YOUNG PL N,Tulsa,OK,Unknown,LT-12-BLK-1,3471.65,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
27550-93-08-18710,1239 S ATLANTA PL E,Tulsa,OK,Unknown,LT 9 BLK 1,3527.85,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
07600-02-24-00740,3353 N LANSING PL E,Tulsa,OK,Unknown,LT 10 BLK 1,3530.98,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
13200-02-26-00860,1516 N MAIN ST W,Tulsa,OK,Unknown,LT 9 BLK 2,3541.13,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
25525-03-29-06940,2012 N COLUMBIA AV E,Tulsa,OK,Unknown,LT 6 BLK 6,3645.63,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
49600-03-17-06000,2738 E 45 ST N,Tulsa,OK,Unknown,LT 12 BLK 1,3766.83,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
59900-24-20-00058,1115 N 15 ST W,Collinsville,OK,Unknown,LT 10 & S/2 LT 11 BLK 6,3771.34,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
09175-93-05-05710,2520 E 6 ST S,Tulsa,OK,Unknown,LT 8 BLK 9 & N61 W/2 LT 3 BLK 8 HIGHLANDS ADDN,3780.86,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90326-03-26-20930,6945 E PINE ST N,Tulsa,OK,Unknown,E145 OF S264 OF SW SE SW SEC 26 20 13 LESS S50,3812.95,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
36075-03-08-00420,2548 E 48 ST N,Tulsa,OK,Unknown,LT 7 BK 4,3840.44,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
13775-02-12-01490,4641 N HARTFORD AV E,Tulsa,OK,Unknown,LT 29 LESS BEG NEC W20 SELY ON STR LINE TO,3989.6,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17675-02-24-07550,3179 N IROQUOIS AV E,Tulsa,OK,Unknown,LT 34 BLK 4,4023.59,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
36525-94-02-01380,135 S 166 AV E,Tulsa,OK,Unknown,LT 5 BLK 7,4189.58,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
20300-92-03-05240,1919 W CAMERON ST N,Tulsa,OK,Unknown,LT 8 BLK 14,4192.5,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
27775-03-36-02105,823 N 89 AV E,Tulsa,OK,Unknown,S80 LT 2 BLK 6,4243.04,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
35900-03-30-15590,2012 E ZION ST N,Tulsa,OK,Unknown,LT 7 BLK 3,4244.24,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
19650-03-35-06970,6943 E NEWTON PL N,Tulsa,OK,Unknown,LT 12 BLK 3,4312.23,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
10225-93-02-04460,209 S 72 AV E,Tulsa,OK,Unknown,LT 19 BLK 8,4357.56,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
29675-03-07-10040,4823 N XANTHUS AV E,Tulsa,OK,Unknown,LT 11 BLK 26,4393.48,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
25200-03-35-07780,6780 E INDEPENDENCE,Unknown,OK,Unknown,LT 1 BLK 2 MAPLEWOOD 2ND ALSO LT 1 BLK 22 W ST N,4404.05,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
34750-02-26-07380,2516 N MARTIN LUTHER,Unknown,OK,Unknown,LT-3-BLK-1 KING JR B,5271.47,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
37775-93-03-07050,6126 E 3 ST S,Tulsa,OK,Unknown,LOT 5 BLK 2,4503.56,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
00575-93-06-00950,401 S VICTOR AV E,Tulsa,OK,Unknown,LTS 25 & 26 LESS ST BLK-7,4526.88,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
49800-03-34-14990,1241 N ALLEGHENY AV E,Tulsa,OK,Unknown,LT 11 BLK 2,4540.87,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
60513-73-08-70260,13610 S 21 CT E,City Of Jenks,OK,Unknown,LOT 62 BLOCK 3,4548.16,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
07410-94-07-23780,1525 S 112 AV E,Tulsa,OK,Unknown,LT 9 BLK 6,4554.87,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90212-02-12-25800,1130 E 50 PL N,Tulsa,OK,Unknown,TR 25 W140 E1180 S305 N/2 N/2 SE SEC 12 20 12,4580.87,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
44325-03-36-03990,9415 E NEWTON ST N,Tulsa,OK,Unknown,LOT 25 BLK 5,4649.22,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
25150-03-34-10030,1059 N IRVINGTON AV E,Tulsa,OK,Unknown,LT 8 BLK 22,4655.65,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
09000-92-27-06570,2111 W 41 PL S,Tulsa,OK,Unknown,LT 10 BLK 1,4666.86,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
46825-03-33-18040,1312 N SANDUSKY AV E,Tulsa,OK,Unknown,LT 10 BLK 1,4668.86,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
43800-93-04-19370,420 S QUEBEC AV E,Tulsa,OK,Unknown,LT 5 BLK 2,4670.86,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
36150-93-04-13930,220 S URBANA AV E,Tulsa,OK,Unknown,LT 153 BK 2,4698.86,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
78810-84-11-09060,416 E COLLEGE ST N,Broken Arrow,OK,Unknown,ALL LT 10 & W35 LT 11 BLK 15,4710.03,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
25050-03-34-03580,1455 N KINGSTON PL E,Tulsa,OK,Unknown,LT 1 BLK 1,4724.19,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
27775-03-36-02215,501 N 89 AV E,Tulsa,OK,Unknown,LT 4 BLK 7,4728.19,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
63725-12-13-01130,215 N ELGIN AV E,City Of Sperry,OK,Unknown,LT 18 BLK 3,4742.42,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
18550-93-05-13060,2505 E 8 ST S,Tulsa,OK,Unknown,E 50' OF S 95' LT 12 BLK 7,4766.19,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
29775-02-26-05800,1923 N MAIN ST E,Tulsa,OK,Unknown,ALL LT 8 N.12.5 LT 9 BLK 16,4778.85,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
05075-93-24-08770,3612 S 94 AV E,Tulsa,OK,Unknown,LT 24 BLK 13,4785.98,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
13775-02-12-01430,4615 N HARTFORD AV E,Tulsa,OK,Unknown,LT 23 BLK 4,4839.51,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
57370-72-13-63370,1018 E 144 PL S,City Of Glenpool,OK,Unknown,LT 1 BLK 3,4845.4,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
19275-03-34-02480,1407 N BRADEN AV E,Tulsa,OK,Unknown,LOT 13 BLK 1,4850.84,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17950-92-04-05170,4413 W 3 ST S,Tulsa,OK,Unknown,LT 5 BLK 5,4853.82,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
62075-91-11-09360,800 N MCKINLEY AV E,Sand Springs,OK,Unknown,S/2 LT 6 & ALL LT 7 BLK 17,4857.51,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17925-92-04-04250,316 S 48 AV W,Tulsa,OK,Unknown,LT 2 BLK 8,4902.17,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
06625-92-27-02490,4648 S 31 AV W,Tulsa,OK,Unknown,LTS 14 15 BLK 8,4950.17,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
45450-94-06-10580,436 S 109 AV E,Tulsa,OK,Unknown,LT 3 BK 19,4952.17,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
17025-02-36-12170,1173 N FRANKFORT AV E,Tulsa,OK,Unknown,W 6 1/2 LT 11 ALL LT 12 BLK 11,4974.16,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
40850-02-12-07500,534 E 48 PL N,Tulsa,OK,Unknown,LT 9 BLK 6,4985.56,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04350-02-25-02620,1537 N NORFOLK AV E,Tulsa,OK,Unknown,S 90 LTS 11 & 12 BLK 4,4993.5,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
06100-02-26-00080,1806 N BOSTON AV E,Tulsa,OK,Unknown,S20 LT 8 & ALL LTS 9 & 10 BLK 1,5016.55,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
