final_rank,parcel_id,owner_name,property_address,city,state,zip_code,confirmed_zip_code,bid_cost,legal_description,property_type,geocode_status,geocode_confidence,neighborhood_or_area,crime_risk_level,crime_risk_score,crime_confidence,crime_source,crime_data_date_range,median_household_income,poverty_rate,unemployment_rate,median_home_value,median_gross_rent,vacancy_rate,owner_occupied_rate,economic_risk_level,economic_strength_score,economic_confidence,economic_source,property_clarity_score,residential_likelihood_score,pre_ai_final_score,ai_area_adjusted_score,final_score,final_category,recommendation,reasoning_summary,crime_economic_summary,key_risks,missing_information,next_due_diligence_step,confidence_level,raw_text
40,24275-93-06-15060,Unknown,1415 E ADMIRAL BV N,Tulsa,OK,Unknown,74120,1319.86,LT 15 BLK 6,C IMP,Geocoded,High,Tulsa Census Tract 1200,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,60379.0,0.176,0.0633,86400.0,964.0,0.2185,0.5092,Medium,6.5,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,3.0,6.24,6.24,4.49,Risky / Needs Verification,Drive By,Bid cost 1319.86 for parcel 24275-93-06-15060 at 1415 E ADMIRAL BV N stays in Manual Review Candidate because crime risk is High and median household income 60379.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is Medium with High confidence.,Area-level crime proxy is high risk. Crime context is low-confidence and city-level only. Property type appears commercial or unclear for a residential auction screen.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"369 24275-93-06-15060 1415 E ADMIRAL BV N 6,500 C IMP 1,319.86 332.25 | LT 15 BLK 6 CITY OF TULSA | LYNCH & FORSYTHE'S ADDN"
41,21875-03-17-04770,Unknown,4004 N DELAWARE AV E,Tulsa,OK,Unknown,74110,1482.9,LT 4 BLK 2,R HS IMP,Geocoded,High,Tulsa Census Tract 8001,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,27083.0,0.4606,0.1685,66100.0,1012.0,0.3076,0.3976,High,3.42,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,9.0,6.47,6.47,4.47,Risky / Needs Verification,Drive By,Bid cost 1482.90 for parcel 21875-03-17-04770 at 4004 N DELAWARE AV E stays in Manual Review Candidate because crime risk is High and median household income 27083.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"309 21875-03-17-04770 4004 N DELAWARE AV E 7,410 R HS IMP 1,482.90 395.25 | LT 4 BLK 2 CITY OF TULSA | LAKEVIEW HGTS SECOND ADDN"
42,21825-03-17-04060,Unknown,4427 N EVANSTON PL E,Tulsa,OK,Unknown,74110,1273.2,LT 40 BLK 10,R IMP,Geocoded,High,Tulsa Census Tract 8001,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,27083.0,0.4606,0.1685,66100.0,1012.0,0.3076,0.3976,High,3.42,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.46,6.46,4.46,Risky / Needs Verification,Drive By,Bid cost 1273.20 for parcel 21825-03-17-04060 at 4427 N EVANSTON PL E stays in Manual Review Candidate because crime risk is High and median household income 27083.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"305 21825-03-17-04060 4427 N EVANSTON PL E 7,788 R IMP 1,273.20 379.50 | LT 40 BLK 10 CITY OF TULSA | LAKE-VIEW HGTS AMD RESUB PRT B1-2 & B3-6"
43,54375-02-01-07920,Unknown,5942 N OWASSO AV E,Unknown,OK,Unknown,74126,1077.89,LT 6 & 7 BLK 6 TULSA COUNTY,R IMP,Geocoded,High,Tulsa Census Tract 9101,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,41493.0,0.3846,0.1333,54200.0,1091.0,0.1913,0.6125,High,4.58,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.75,6.0,4.45,Risky / Needs Verification,Drive By,"The parcel at 5942 N OWASSO AV E with a bid cost of 1077.89 has strong property data clarity and high-confidence geocoding in a residential tract, which supports basic viability. However, the area shows high crime risk (even though based on low-confidence city-level proxy data) and clearly weak economic fundamentals at the tract level (low median home value around 54k, high poverty at ~38%, high unemployment at ~13%, and high vacancy near 19%). These factors materially limit upside and increase holding and tenant risk. Given the low price point, it may still be worth a closer look, but the area profile is not strong enough to justify automatic Top 50 status without further verification of property condition and block-level stability.","Crime: City-level proxy for Tulsa indicates high crime risk (crime risk score 1.7, Tulsa reportedly safer than only about 2% of U.S. cities, violent-crime odds ~1 in 107, property-crime odds ~1 in 22). This is low-confidence and not parcel-specific, but it still flags elevated safety and vandalism risk. Economics: Tract-level ACS data show median household income of about 41,493 with a high poverty rate of 38.46% and unemployment at 13.33%, indicating a financially stressed area. Median home value is very low at about 54,200, suggesting limited appreciation potential and a low-value housing stock. Vacancy is high at 19.13%, which raises concerns about blight and difficulty maintaining occupancy, though owner-occupancy is relatively solid at 61.25%. Overall, the economic context is clearly high risk and likely to constrain both exit value and rent quality.","1) High crime risk based on city-level proxy data for Tulsa, with low confidence but still a strong negative signal for safety, vandalism, and tenant quality. 2) Weak economic context: low median home value (~54k), high poverty (~38%), high unemployment (~13%), and high vacancy (~19%) all point to a distressed neighborhood with limited appreciation and potentially unstable rent rolls. 3) Area-level risk concentration: the tract-level indicators suggest systemic neighborhood challenges rather than an isolated weak block. 4) Unknown current property condition and structure type beyond the generic R IMP classification, which could turn a low bid into a money pit if major rehab or demolition is needed. 5) Owner name and some address fields are unknown, which may signal record-keeping issues or complicate background research, even though the parcel and location are clearly identified.","1) No parcel-specific or 0.5-mile crime incident data; only a city-level proxy for Tulsa is available. 2) No detailed property condition data (age, square footage, current occupancy, interior/exterior condition, code violations, or demolition orders). 3) No confirmation of utilities status (water, sewer, electric, gas) or any liens beyond the tax issue. 4) No recent sales comps or rent comps for this specific block or immediate surroundings. 5) No visual confirmation (photos or street-view) of the structure, neighboring properties, or signs of blight or active rehabs.","Pull recent street-view or on-the-ground photos for 5942 N OWASSO AV E and the surrounding block to verify that the structure is standing, not obviously condemned, and that the immediate neighbors are not heavily blighted. If the physical and block conditions look acceptable, then obtain local comps (sales and rents) and check city records for code violations or demolition orders before considering it for a Top 50 slot.",Medium,"995 54375-02-01-07920 5942 N OWASSO AV E 7,000 R IMP 1,077.89 348.00 | LT 6 & 7 BLK 6 TULSA COUNTY | TURLEY-ORIGINAL TOWN"
44,99026-90-26-34620,Unknown,4403 S 208 AV W,Unknown,OK,Unknown,Unknown,1084.3,TR 15 DONDONNA ACRES BEG 635E & 699.39N SWC TULSA COUNTY MH NOT INCLUDED,R,Failed,Low,Unknown.,Unknown,Unknown.,Unknown,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown,Unknown.,Unknown,Unknown.,10.0,6.5,5.19,5.19,4.44,Risky / Needs Verification,Watch,Bid cost 1084.30 for parcel 99026-90-26-34620 at 4403 S 208 AV W stays in Risky / Needs Verification because crime risk is Unknown and economic data is Unknown; fallback confidence is Low.,Crime signal is Unknown with Unknown confidence. Economic risk is Unknown with Unknown confidence.,Geocoding confidence is weak. Economic coverage is weak or incomplete.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Low,"1345 99026-90-26-34620 4403 S 208 AV W 90,689 R 1,084.30 286.50 | TR 15 DONDONNA ACRES BEG 635E & 699.39N SWC TULSA COUNTY MH NOT INCLUDED | NW TH E300 N148.61 NWLY ON CRV 176.41 NW281.94"
45,23175-03-30-13510,Unknown,2529 N QUAKER AV E,Tulsa,OK,Unknown,74106,1358.53,LT 18 BLK 3,R IMP,Geocoded,High,Tulsa Census Tract 500,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,32356.0,0.3922,0.2206,68600.0,745.0,0.1871,0.376,High,3.42,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.43,6.43,4.43,Risky / Needs Verification,Drive By,Bid cost 1358.53 for parcel 23175-03-30-13510 at 2529 N QUAKER AV E stays in Manual Review Candidate because crime risk is High and median household income 32356.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"341 23175-03-30-13510 2529 N QUAKER AV E 7,280 R IMP 1,358.53 442.50 | LT 18 BLK 3 CITY OF TULSA | LINCOLN HGTS"
46,99029-90-29-20530,Unknown,4201 S 252 AV W,Unknown,OK,Unknown,Unknown,1268.53,E380 W760 S330 N660 E/2 NW LESS W25 THEREOF TULSA COUNTY,R,Failed,Low,Unknown.,Unknown,Unknown.,Unknown,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown,Unknown.,Unknown,Unknown.,10.0,6.5,5.14,5.14,4.39,Risky / Needs Verification,Watch,Bid cost 1268.53 for parcel 99029-90-29-20530 at 4201 S 252 AV W stays in Risky / Needs Verification because crime risk is Unknown and economic data is Unknown; fallback confidence is Low.,Crime signal is Unknown with Unknown confidence. Economic risk is Unknown with Unknown confidence.,Geocoding confidence is weak. Economic coverage is weak or incomplete.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Low,"1349 99029-90-29-20530 4201 S 252 AV W 117,150 R 1,268.53 286.50 | E380 W760 S330 N660 E/2 NW LESS W25 THEREOF TULSA COUNTY | FOR RD SEC 29 19 10 2.69ACS TR D"
47,54500-92-28-08600,Unknown,4224 S 47 AV W,Unknown,OK,Unknown,Unknown,1280.6,E/2 E/2 LT 3 LESS N218.4 THEREOF TULSA COUNTY,R,Failed,Low,Unknown.,Unknown,Unknown.,Unknown,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown,Unknown.,Unknown,Unknown.,10.0,6.5,5.14,5.14,4.39,Risky / Needs Verification,Watch,Bid cost 1280.60 for parcel 54500-92-28-08600 at 4224 S 47 AV W stays in Risky / Needs Verification because crime risk is Unknown and economic data is Unknown; fallback confidence is Low.,Crime signal is Unknown with Unknown confidence. Economic risk is Unknown with Unknown confidence.,Geocoding confidence is weak. Economic coverage is weak or incomplete.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Low,"1004 54500-92-28-08600 4224 S 47 AV W 15,300 R 1,280.60 333.75 | E/2 E/2 LT 3 LESS N218.4 THEREOF TULSA COUNTY | YARGEE ACRES"
48,03350-03-31-03600,Unknown,1140 N WHEELING AV E,City Of Tulsa Structure Removed,OK,Unknown,74110,1313.58,LT-1-BLK-7,R,Geocoded,High,Tulsa Census Tract 1300,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,47612.0,0.3505,0.0998,57800.0,892.0,0.1801,0.6214,High,4.58,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,6.5,6.38,6.38,4.38,Risky / Needs Verification,Drive By,Bid cost 1313.58 for parcel 03350-03-31-03600 at 1140 N WHEELING AV E stays in Manual Review Candidate because crime risk is High and median household income 47612.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"48 03350-03-31-03600 1140 N WHEELING AV E 7,000 R 1,313.58 316.50 | LT-1-BLK-7 CITY OF TULSA STRUCTURE REMOVED | BERRY-HART ADDN"
49,43300-03-29-12660,Unknown,2022 N LEWIS PL E,City Of Tulsa Structure Removed,OK,Unknown,74110,1289.87,LT 304 BK 25,R,Geocoded,High,Tulsa Census Tract 400,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,36410.0,0.3705,0.1425,67500.0,882.0,0.12,0.4339,High,4.08,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,6.5,6.28,6.28,4.28,Risky / Needs Verification,Drive By,Bid cost 1289.87 for parcel 43300-03-29-12660 at 2022 N LEWIS PL E stays in Manual Review Candidate because crime risk is High and median household income 36410.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"807 43300-03-29-12660 2022 N LEWIS PL E 5,000 R 1,289.87 363.75 | LT 304 BK 25 CITY OF TULSA STRUCTURE REMOVED | TULSA HGTS"
50,96203-62-03-50220,Unknown,18911 S 29 AV W,Unknown,OK,Unknown,Unknown,1064.76,BEG 1282.67E & 50N SWC SW TH N314.94 NW423.89 TULSA COUNTY,A IMP,Failed,Low,Unknown.,Unknown,Unknown.,Unknown,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown,Unknown.,Unknown,Unknown.,10.0,5.0,4.97,4.97,4.22,Risky / Needs Verification,Watch,Bid cost 1064.76 for parcel 96203-62-03-50220 at 18911 S 29 AV W stays in Risky / Needs Verification because crime risk is Unknown and economic data is Unknown; fallback confidence is Low.,Crime signal is Unknown with Unknown confidence. Economic risk is Unknown with Unknown confidence.,Geocoding confidence is weak. Economic coverage is weak or incomplete.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Low,"1303 96203-62-03-50220 18911 S 29 AV W 436,036 A IMP 1,064.76 348.00 | BEG 1282.67E & 50N SWC SW TH N314.94 NW423.89 TULSA COUNTY | NW309.52 N286.69 E671.96 S553.39 W325.52 S698.05"
